"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma17FT1fJsW8TPbDMUCaWZTKpTrdgT7T9WfwwbMHbRS2i",8163,3005.63157894737,53961604.8421053,57889,4134487,2947.47759810526
"2","Qma26x5PKr3Fr3ZuHdwJrHwoTBGYAQmT6Mv6EuJ8yEnejw",25600,5049.1052631579,66951093.6315789,58036.1052631579,19068421,4963.02771242105
"3","Qma29kPsCHJYVYrXBA27kbsZP2rWMdH5p9UBi7U8HX8FCV",15984,4178.78947368421,54035257.8421053,60047.3157894737,107357731,4017.33643752632
"4","Qma3AWBE9CrPaXfT1KmAyFpkjPjzs71Zz2A59P8fYiee6K",26514,5338.31578947368,67265421.9473684,60548,19029798,5251.96002152632
"5","Qma4Vu6EcpUBHxdFZbEL56redKs52TcUazwoDPyXcEJ7RQ",25015,5217.52631578947,62032371.0526316,62522.1052631579,15063326,5140.36809663158
"6","Qma54eknMMCLsh5F1AvvZ2tWkCYa8HTVG4jszScfHQF1iT",23305,4601.78947368421,68754116.7368421,60836.4210526316,9938757,4523.03576352632
"7","Qma54vtJkGCGP6aqRGZYDDXrUZbGnpVbksRkkNeQxyNnR2",12966,2985.10526315789,47245649.7894737,56994.2631578947,139671106,2798.13151310526
"8","Qma5CWZc1UsFDRja62621kNLVTC4huw8dvq4rGoykJnkUE",16357,3741.57894736842,55684656.3157895,58407.6315789474,7590534,3678.24534942105
"9","Qma5qY98V1PWbMHAGi7fDFHW42hBGyFaNCD5WcTRfuJeu6",26799,5623.94736842105,64077215.3157895,58372.5789473684,15257708,5544.55407252632
"10","Qma5tD9aZGWzywjWh7GPVSLA9GsApbtFkfcpdNc5fpuRc1",23672,4720.26315789474,41846104.3684211,58705.7894736842,170377966,4507.98038173684
"11","Qma6bu3TebbUsp3NdhPNv9wdmB3p5jc93ebBEPUxwyw24x",29540,5352.26315789474,58593307.1052632,56544.4736842105,13364449,5280.24885731579
"12","Qma6VTD7bf9PjRjs2PrKKFJ3hMFbH8ZseoZP9vNQbzBgYD",12073,3226.10526315789,49629768.6842105,68341.1052631579,116726554,3059.68059936842
"13","Qma7o37jfkAPSjJ6t11ZkuYMMnvk5mR8TnVk3BqjLukjxx",21526,4415.26315789474,56169668.3157895,67634.5789473684,12333110,4346.692745
"14","Qma7zSzJaqwd3DREFJrkni6CiadFpPMxr1Hp2mfbKKJRdU",18145,4075.63157894737,25886422.7368421,57278.1052631579,9224356,4040.46352210526
"15","Qma82dkyf8QUQcbCS26dknL7meivWxVT2unZU9mgtV9vWo",10960,2817.15789473684,55222344.9473684,60822.2105263158,5284786,2756.58994157895
"16","Qma8DSgukc5oTmRhGm4PGCQHPyjuFnu4joaVUmaW93VyD2",25304,4960.05263157895,53402902.2631579,61491.3157894737,14875481,4891.712757
