"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma56hPy2xwrVRfEUhB44FEEXExory3a9GmBMQuq5MXa7s",412,310.421052631579,114002965.105263,193883677,2.53441052631579
"2","Qma7LbKZEftpfgt5Ye3yGNYMB2x1JUvzKRzGL1hvMsiYbb",416,291.210526315789,110612032.684211,177175491,3.42300263157895
"3","QmabDB6GTecZuLz1K6ZYBd8iLrCmfK3k8FHoHiyRfZa7WV",443,308.789473684211,112740195.210526,192337386,3.71189247368422
"4","QmaoB77EhnqabAy1896LAs3YNax799mb6u4fb4LEaju8zY",384,297.052631578947,92376010.9473684,202345490,2.33113063157894
"5","QmasRZcnTStrE3wH3zvVdxm21NBsssQLvc1B8iRPaArDfL",483,371.473684210526,108697319.631579,260193014,2.58335057894737
"6","QmaT9PLeHTAeRLwPrAvumTqSezWJzjL2VFhjww6p8LVcCL",443,354.789473684211,108047578.631579,244034797,2.70709805263158
"7","QmatsrNed8RhpjCxnr4NRqX9kvnf2AVumq6M7QuZ8z1joo",485,375.421052631579,112809384.789474,261026519,1.58514884210526
"8","Qmb4qvM2T1m3TKGfaHHEjUaiNHv3jgQxUfYne9TRVavZJo",433,333.052631578947,118433500.631579,210553850,4.06528094736842
"9","QmbHL6ZZfDHZa3up2nxcXkk7W6XzBFmuzs76Ttnbbqrb5G",429,324.263157894737,111705985,209523843,3.03332989473685
"10","QmbqJMsg5qdthzZLV5Qmc1ugzNNJLDBe1WRvqnFg8jRkmN",397,295.315789473684,107905785,185524309,1.88569547368421
"11","QmbRQ5iX5XxKX3QZkouNFU6hD1gZrr4DRh2Ngs9ghUSqQh",439,268.789473684211,105593623.789474,160641808,2.55404189473684
"12","QmbZdLgSRpZtJQdAqNskwwaQfXbc39EBeASxxBUG4qhD4H",353,250.578947368421,97288881.3157895,150938775,2.35129105263158
"13","QmbZXLHZ9656pNATnX19SYRsUGcrhYzH7c7NVMYQs45txU",461,333.052631578947,121027434.157895,210300865,1.72433242105263
"14","QmcC3PNZYxNhErn4n28yZCfjTA6TLAzgV2qHxmc43Vp9nM",415,292.842105263158,111809281,176878404,4.1544202631579
"15","QmcnK2spgbdsgzqAroxDDZS6JNXxV1tz3TUJ9TwAHYo2aR",404,307.210526315789,94993379.4210526,210718143,1.49900389473684
"16","QmcrhxatQQfqAEwmW5Vym5VK97k8GGjBjaeE2dwEqUsPzw",467,335.578947368421,106448621.421053,226936152,2.19417394736842
