"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmabdGyCdzgT72T5hnvci8PXfEQwD1to2nPtTm1FWp9WBp",233,197.888888888889,51017628.4444444,57941.8888888889,143041943,3.77137555555555
"2","QmaGAQSZQ3qNHbAPchXjuCR7PULD89EEqK7K9PJNg6A2v3",239,174,52772737.6666667,62818.6666666667,118109143,3.05530066666667
"3","QmaHrvjM59fEbEsVs8d8RRCeePXicDiUB3sw9QZVVbvvm6",241,205.666666666667,50576200.3333333,57377.3333333333,151442700,3.590389
"4","QmaqZqXDsxSSJyGex1SCpyHHKTwCASLZ29zP44TdupFaQo",216,177.555555555556,48570744.4444444,55183.3333333333,126882841,2.04678677777778
"5","QmatFMQsbgUAHWeJbMCrShFTZUPtsc3Vk4aRBhvaDQsQWc",253,190.111111111111,52594237.8888889,59464.5555555556,134007702,3.44970666666667
"6","QmaxLD6svLgXCwVGJf9wPGYCNK5c4jMRGziAWXahsGTAi7",276,212,58572719,55045.7777777778,151007224,2.36501122222223
"7","QmaZN9Yepbb61Yh7jxMuMdSiwAqfD2K6se4YdyJjkTUhnP",228,178.888888888889,48094324.7777778,53455.5555555556,126844556,3.89655255555556
"8","QmbLSSu8JQH3GxaRT8uLu5UDVWtRdrYTYu4p1Die2woSmo",231,189,51330790.3333333,54608.4444444444,133906589,3.70801222222222
"9","QmbSTQ6GhvtuP95LLzH8qDtfVKyuoYexDHXkojFgvuetit",230,174.444444444444,54016782.5555556,58229.7777777778,118274846,2.09458611111111
"10","QmbVkiYWvvjyozC3q9Ag8LRAExVt2hBeuNxnzLmLVXjg3c",257,191.111111111111,59942987.5555556,52955.8888888889,126497108,4.61805966666667
"11","Qmc9iPWsURkejseixUGKzaPQivjcesaLqJiGvLC2yiEPJR",228,189.111111111111,49980978.8888889,53636,134836691,4.23980522222222
"12","QmcA9AuUDdzjNasekSyrZkFHyvCuTvhoY2Ky8u5uKiNNwG",221,177.222222222222,47243214.5555556,61216,126572013,3.34577866666667
"13","QmcADksQyMTf3VBmVv36Up9KeZVf6uZVLY9Hep2oqUFyjs",227,175.666666666667,53578196.3333333,64824.1111111111,117633362,4.39028422222222
"14","QmcBQwYkVHxpzorVGZVHGVWqssnddNkJVos4DnwShn4Pgd",243,196.555555555556,50816314,62116.3333333333,143110821,2.56630422222223
"15","Qmcksd3dYYfhxU65jmsx6W9Q9tcU5WSpSNTtubRYBW8xh8",231,179.888888888889,52089249.1111111,53126.5555555556,126338361,1.40815222222222
"16","QmcMVTvFcNJ4thP24g8HfimKSHkTDqgALXnxHFXbwkXsHK",241,183.555555555556,54793353.6666667,54184.8888888889,125810186,2.897831
"17","QmcpfDwdeiquPvpcbVHLNPrngSaRMPvmva7VA6deepqzPU",263,206,51882297.8888889,62041.6666666667,151186609,2.86905144444444
"18","QmcYamtJ7qukrbSXFgKggfSRyKSfqy2cgAGcg8iWFpGH8G",276,213.888888888889,58899777.1111111,58982.1111111111,151815625,3.11450466666666
"19","Qmd3HkbsPay2N9Lydf9FcktvavoNvNKG8bFBwpnGWhTPeG",228,170.333333333333,48539733.5555556,55299.6666666667,117975442,3.76285811111111
"20","QmdFn4Tmt83EVeXCN7nQpxj6jhXbhdoiEuhNtfk6nyuTE9",233,173.333333333333,60155522.2222222,58874.8888888889,109435682,3.68325422222222
"21","QmdnAFdzjLSkkWX7eg73gLBG1cM1oQwRbmwu9W4m8c39vm",234,169.777777777778,57807455.3333333,54348.2222222222,110157607,1.75836722222222
