"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma1UdmdzPvt4TCWc5szy8LsGeb2mSLQKW8jDDjiLTyVvm",87,49.25,50511744.25,58603.5,186792246,-188.11259375
"2","Qma2UW8hu5z993jpexWhgVRSnc2YmGKZmSTFwRoZu6Wq5i",208,150.75,47062989,50176,104263487,-0.626652000000004
"3","Qma3RwHaauqvDNovPMn81TfYJ5C2s3qtCdnLAcLHkCg7p4",65,50.25,48488475.25,52932.25,4183878,-2.4752855
"4","Qma5rzgvXYRr2ur7cuoLXVJUBwnUriw1wBe2YxoqxACJZn",341,240.5,60274419.25,62824.75,163825252,16.337504
"5","Qma5WTW86RRCpZ9dToQCzw1XXmq7uYvazw9HSia4RbaZiy",188,149.5,43716419,50320.75,101337561,4.39569925
"6","Qma7Xa2dK5C7qEvids5XxQ5Jw3r8Kex6kpcwCyPEg6DoqU",230,176.5,64394093,56897,112603318,-0.554307999999995
"7","Qma8DNHxbK7oT9SyeZam4fQBVTZhPuYyx8KsDoZfXpXbPD",341,156.75,22845152,71608.25,112769699,21.06354075
"8","Qma8jh9VmgFpTqb8CYtCjJT2gKqJEvqxU8Yu6TPPUxyCXM",140,84.75,83074225.5,50816,4055183,-2.4302245
"9","Qma8W3zZCPdtVw9UyBDxY1KMYk6rzM4ZLMNiLWxabDvaAy",85,43.25,45019442.25,52867.5,162778896,-164.60120575
"10","Qma9miXURoNh4MeXWxVkX8jZYQZ7Z3LMxZP6LaFyRDAbbQ",263,102,69939938,55785.75,120728346,-88.72406975
"11","QmaaoTBvLQo74PGqDfgLvVkaMwPpaEgdhm3PZE5NyTy8A2",103,53.75,54285398.75,74633,188498517,-189.10854875
"12","QmaBMBCpWRtd22A92EboPB5kAqEM59X32H87rNExha7qUW",135,81.75,73397225,71060.75,3741724,4.53999025
"13","QmabX5Gr2zs2AGzgDsbQxmKh5SLGDTPFDNcPWwBF6mcLkW",194,159.25,47049024.25,58454.25,112247250,-0.1047285
"14","QmacEqAFHgUenQYi81khNgpJcuhq5b2dh1UL426Rp3yAyK",105,62.75,63253641,64398.5,147508965,-148.0770045
"15","QmaEu4enUNgw3YF9etLFiuAoVQE48BRoWEG75car2QMMPc",212,79,58779344,52652.5,187888583,-167.7205795
"16","QmafFoPgEWaoGGuFSkWXQhXmyuu7X2qX7JbVcW7vtFd9Bd",246,171,54999196,55081.75,112822283,3.12343925
"17","QmafkAYmha6Wax2V8RbCs8gNU1MSsJ8MEN6JHr4famfKNE",209,142.5,61658412,67221,3923760,76.850607
"18","QmaGaUtn7BoSiJ9fb4fNidZ79cy1Pth1cSGeRntXL3hGxc",258,180,59168937.25,56243.5,99812015,20.96280425
"19","QmagmLJMjX6kS9QsJFAtywZxUeumBMjLLT68ZixGp1XRoP",328,188.5,72905469.5,62355.5,3762407,111.769768
"20","QmahFagdyZ1bp49AYH2uCahL1mz6npbhanUHfmEgD9kabv",158,99.25,75117134.75,58909.75,4164493,19.9094625
"21","QmaHq13Q3wugKjhTXAWpPYmBUaMERF7FGXczu5Rq2uHJNA",256,109.75,65345022,54416.75,3385992,40.96456925
"22","QmahZhcVht6NzoCeNJMuvThvrhood49pnmZLohN6qLG6UY",164,117.75,71966705.75,53686.5,3031123,42.69848475
"23","QmaMLgh9QyHuHTh5W53YQD2DguEnfxBWaxbSEAWTtLwRrV",459,228.5,105527022,59161.5,3339974,119.5738425
"24","QmaS6TDQRXNdf7VwrupwppZEreA9E2xwtEAxk8eUPSmWKA",133,57.5,59245452.25,50003,104418204,-106.21365925
"25","QmasESYczEtHQ4CpWn9gufZU3mzPw5bh3XxybSoCSe7ipm",90,49,48975603,55557,155316086,-155.347246
