"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","QmaFB7Z5orz2MF26DLoTiuZWJ61r1i6pPvhXjRyea7LJSe",2515,303.877551020408,37581359.3877551,60191.8979591837,151596534,114.639465734694
"2","QmaFdxpeetCy9daNBfbTtb5fbtGu6SckULZ7ssC2aumqFf",260,167.448979591837,41134021.1020408,56154.6734693878,120204433,6.05437081632653
"3","QmaFomw49LvS5dn1W3jZo4nmd5BmE2eMmRjTBWd6SicJ7k",198,44.8979591836735,42703714.4693878,63085.5714285714,3329161,-1.19800185714286
"4","QmahQvKrpv8nf9J3ZJvNboCQf8JE1AkMRxdJRzK3HyxvpZ",323,216.65306122449,43241645.7142857,61372.0408163265,169591969,3.75807446938776
"5","Qmajiqftea8PU6kvPA6woXNsRfZTkyLVk1ufug5rZ5KLQ7",301,198.510204081633,39327141.5510204,55173.8571428571,152071999,7.05588967346939
"6","QmaJY1pZUiWMgTcGtBBugLuATZdqDvXzc29yeQg1s44HiG",124,39.7959183673469,39193394.6530612,54239.8163265306,3584587,-3.03630310204082
"7","QmaKsGGutBrL7cNbw3AxX5vcMQV2shLT7mx24Nkpbtscwa",122,43.3469387755102,43107089.4693878,55481.4489795918,3671051,-3.48668314285714
"8","QmaoSSh4D8524aSaFpAySQj3NE1TcCx5ba8wF7T5bNCvBL",227,161.204081632653,36774545.2244898,58595.2653061224,118705828,5.66511314285714
"9","QmatxYRmNw6fWfPwDroAfNnSKzuiLcpaGNZg1bmUMeByFi",132,42.8163265306122,30195718.7755102,56803.2040816327,3006068,9.55773655102041
"10","QmavYmgtMZi6atRPPptLfmzMXuVfbyoXaG42t6xewfXgcj",162,45.0408163265306,44186707.4285714,60117.9795918367,2548258,-1.75426708163265
"11","Qmb3KwpSzLfH8hwL6QMH8Q5bYhQdnBAk3cRJmQ5EbFHBFg",122,38.9183673469388,39206910.9183673,57053.3673469388,2664574,-3.01017093877551
"12","Qmb5aQkgP3TsmMAYfYdhPZ4VQMRoNwQwfKtGt4AhywXbMw",288,174.65306122449,41589784.8163265,58234.5918367347,127181538,5.82350381632653
"13","Qmb5dXqFprhu5amuJ42om7doGcubVA5HMHfmNRjoWzQVFt",129,40.7959183673469,41333597.5510204,59997.612244898,3056689,-3.65436579591837
"14","QmbajGhooVKaPJFKiMKiSYdTc6As4BiegBK31WinHQzT3N",217,136.489795918367,37827762.4897959,57788.2040816327,93027920,5.57632522448979
