"","CID","maxlatency","mean_latency","mean_time_retrieve","mean_time_compute","time_add_IPFS","mean_time_pubsub"
"1","Qma1BKn9mRteF7wqtxr8kZGCvAtTBMji9usejYuiPvtYgP",148,67.6666666666667,66443907.2222222,59591.8888888889,121692671,-120.529503444444
"2","Qma3rcqdgwEVvcSVrr2MVgMs4ZSLSsmSb1faZYsJGFHEDa",128,67.5555555555556,64483236.8888889,48891.5555555556,8671061,-5.64763388888889
"3","Qma45QN7y5HoQw4mh3f313XzSb7cdzkGvWT58UU4wgpKT7",190,81.3333333333333,69756600.6666667,53039.4444444444,6415329,5.10836422222223
"4","Qma48yH38AVvnd5QGL2PCa1MotNQ9WkvVEQpZMDi5QCPLs",216,152.555555555556,55495222.7777778,53084.4444444444,96170557,0.836691333333336
"5","Qma4UUknhg8sreq5bcH5Ky32kC1e1RbRKuhG9JSYA14541",210,75.3333333333333,62948195.6666667,55453.3333333333,9457805,2.87187933333333
"6","Qma5a8fYJBmb3tJzFhscA4h5iQrox8gW4ybXKQDYKpSTUy",174,71.4444444444444,59939642.5555556,54411.2222222222,6881079,4.56931166666666
"7","Qma65WwCE4B5riEhFp2cncNeFw73RsuGfA8KLwn6qGQvWY",111,57.6666666666667,58231821.1111111,50652.6666666667,104197708,-104.813515111111
"8","Qma6Rna5MHng6gJiBrBVvDb855DqoWZZxf9dXtY7dQEUwQ",192,96.4444444444444,60663698.2222222,60679.8888888889,3227820,32.4922463333333
"9","Qma7tEN7bxVoywdBMUk8cCAEBucLKQ4itNmpLvo615CwkQ",237,75.1111111111111,62844030.4444444,53230.7777777778,3147408,9.06644188888889
"10","Qma7Vm2C6kYKz4iyhcFANVriVGHNc6ZeevTzhvn8pCktz4",109,59.4444444444444,58082353.4444444,51021.4444444444,4047092,-2.73602244444444
"11","Qma8Y5s3TZHy3eSH445bPk3G9cCFEvHMYTeAGKt5a7vXzB",303,257.555555555556,59481501.8888889,51020.5555555556,196090240,1.93279311111111
"12","QmabcRe1i5N6rApztKCc1hvZNhj1UesZQK16x6ZT1tyVxZ",92,49.5555555555556,50189373.4444444,58399.3333333333,146805318,-147.497535222222
"13","QmaBR9Dvzta4ZyzryoEtWXkjTXniH7QSF22tyEFjXe9wbz",237,79.1111111111111,63644987.8888889,51478,8896215,6.51843022222222
"14","QmabrtScs45SxRkF6tVShAXoAXhvP651QG8ErpWK5QTdBy",107,50.3333333333333,50733316,51468.5555555556,111958094,-112.409545222222
"15","QmaBzTDAGZzWErfvq1BeSVtG1X3kjmzGzHt4KZXKdTjoUH",148,61.8888888888889,56408722.5555556,52430.4444444444,103057661,-97.6299251111111
