"","CID","maxlatency","mean_latency","mean_timeRetrieve","mean_timeSend","mean_time_pubsub"
"1","Qma9muFqRASE9r6pKAJL6698AvY9WkX8EuPj71rbeRGMn6",363,261.368421052632,101415672.473684,161088216,-1.13546742105263
"2","QmaAPbijcqKCqaCGmDpUmhk4bU58tD7mCfo9SetERkJPpZ",410,273.684210526316,105631717.842105,168002794,0.0496986842105251
"3","QmabZLP5mbSHSka3wiSH9fp78GafjeEok9Ddtw3BHdi4a4",369,271.157894736842,94747548,177036497,-0.6261502631579
"4","QmaC7iNCn5j2ppsGXBMM3eA5oSGrv1b5NLjBzcEcxbHtBL",448,343,124105793.315789,218411149,0.483057684210524
"5","QmafZbdRQLyMafkv1iJYVcnAAT6RkKjvBWvWG7Tz9tvfCE",439,320.789473684211,118960626.736842,201191514,0.637332947368428
"6","QmaQPDsh23n5FXeradPhEY64Rm9wdPZBsRByQd3FP1KnJG",462,353.684210526316,116181837.263158,236383982,1.1183912631579
"7","QmasJPfnjF5okiAVpfvtUBQWo2PUbv1yEB6omxAaRtyp1e",462,327.684210526316,118351803.947368,209699684,-0.367277421052635
"8","QmaTpd4wfTtxwsz3tt2BKGxHnuRMS9yGxQ22CGnNXBHB8u",391,302.789473684211,96020447.7894737,206856650,-0.0876241052631599
"9","QmauHAYqctFsfg4iDX9RXNBDYABLQKfWAqeQ5PqqJPzm3q",467,349,120588503.736842,227200751,1.21074526315789
"10","QmaWqx149bSkEgsDFqN5CvohaFVJXWvqD9qEnbGh1Ti6AA",426,307.526315789474,113170267.578947,194108090,0.24795821052631
"11","QmaYv5MH8ak6wwzALKg5Aj1dWEis1oUTfH9rggWHizCdWX",479,352.842105263158,115992737.526316,235939908,0.909459736842103
"12","Qmb9v3XEtFY7sg5ogFNDE5DGBdq2h41udeFSVmnQHdwRGw",440,312.789473684211,117712468.315789,194237136,0.839869368421054
"13","QmbbmYVNZVDa7PnFpwNugk3uhsqQMGYGVQTy2TJ1DpyYMd",409,311.684210526316,108988181.210526,202081562,0.614467315789477
"14","QmbkZbBhRBEnZWcWdALeybJ1sws6TPDDmbyee6yaV3y6dL",480,320.473684210526,124097491.947368,194654328,1.72186426315789
"15","QmbnbL3SeuCEadazhYDY3azRbuRzDYhXB9qG1o2t6Bs3XG",491,360.789473684211,124336070.473684,234359249,2.09415421052632
"16","QmboQELRi4WNPmhibgnmBmzW3smkckEJS3tixeVstTXqZg",411,309,98030522.2631579,210901620,0.0678577368421055
"17","QmbP3JJLof2CFp8mThGaBVWbXQxRD9AESePr1BfYpTeXY8",471,319.526315789474,117973329.894737,201382323,0.17066289473684
"18","QmbUHw14fuDKQep9wGYNhrgYGo6b9B71ymWPmXkLmXC6h4",369,287.789473684211,94174781.6842105,193622945,-0.00825299999999779
"19","QmbyxGzV1AFi5rFhEjRvttb5pBG2pqhdxdgNjRuuGe5Z6Q",509,388.105263157895,119533301.052632,268619817,-0.0478548947368393
"20","Qmc4PLfmPHUfuTZJ2hKvRvbGGteRqenmZcfU4ppdJDbmob",435,247.473684210526,103823502.263158,143395513,0.254668947368418
"21","Qmc55sezpVRYrnqHEarHo3QTeK3nqbYngGSC2cURvynhud",388,281.052631578947,104454368.157895,177048333,-0.450069578947368
"22","QmcbEWENMuEpyheTkGK1bT1V6GsdmHeM8WucPWkyx6PiNR",404,306.105263157895,118115886.894737,185541862,2.4475142631579
"23","Qmch65daeij9qYwsEzQZH5EhqkWyEcwHSzgBif4hbWJnFS",432,319,100121793.052632,218971371,-0.0931640526315789
"24","Qmckx5NeeNa6RVGSkCMv5LBqjKWcT69bkqvVV3SqF7D66R",424,294.157894736842,116935898.789474,176179943,1.04205294736841
"25","QmcoonMLgNmHtBTN9wLDn8EUQ6rLtSppVTS2jjvopgbrmZ",444,327.526315789474,116834194.526316,209424348,1.2677732631579
